,quote,movie,type,year,poster_link
496,I'm a huge fan of the way you lose control and turn into an enormous green rage monster.,The Avengers,movie,2012,"https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
497,"Better clench up, Legolas.",The Avengers,movie,2012,"https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
498,"Bright day uh, Bright Boy?",Django Unchained,movie,2012,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
499,Where there's life there's hope.,The Hobbit,movie,2012,
500,"Ah you think darkness is your ally? You merely adopted the dark. I was born in it, molded by it. I didn't see the light until I was already a man, by then it was nothing to me but blinding",Dark Knight Rises,movie,2012,
501,Following's not really my style.,Marvel's The Avengers,movie,2012,
502,"There was an idea to bring together a group of remarkable people, to see if we could become something more",The Avengers,movie,2012,"https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
503, That's what I do: I drink and I know things.,Game of Thrones,tv,2012,
504,"Genius, billionaire, playboy, philanthropist.",The Avengers,movie,2012,"https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
505,"I love you, but you don't know what you're talking about.",Moonrise Kingdom,movie,2012,"https://m.media-amazon.com/images/M/MV5BMzllMWI1ZDQtMmFhNS00NzJkLThmMTMtNzFmMmMyYjU3ZGVjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
506,"When you stop trying to force the solution, it'll happen on its own.",The Flash,tv,2012,
507,The law says that you cannot touch. But I think I see a lot of lawbreakers up in this house tonight,Magic Mike,movie,2012,
508,We accept the love we think we deserve,The Perks of Being a Wallflower.,movie,2012,
509,All The people I've murdered by letting you live...,Batman: The Dark Knight Returns,movie,2013,
510,Sometimes you gotta run before you can walk,Ironman 3,movie,2013,
511,Look closer because the closer you think you are the less you actually see,Now You See Me,movie,2013,
512,I have nothing to prove to you,Captain Marvel,movie,2013,
513,Let us learn to show our friendship for a man when he is alive and not after he is dead.,The Great Gatsby,movie,2013,
514,"If wishes could be granted, if desires could be fulfilled, then I wouldn’t wish or desire for anything after all. The things you’re handed on a silver platter are never genuine, and never everlasting. And that is why I’ll always keep searching.",Oregairu,anime,2013,
515,"The people who are crazy enough to think that they can change the world, are the one's who do",Jobs,movie,2013,
516,A wise man can learn more from his enemies than a fool from his friends.,Rush,movie,2013,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
517,There's no nobility in poverty.,The Wolf of Wall Street,movie,2013,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
518,"You’ve changed, Bilbo Baggins. You’re not the same hobbit as the one who left the Shire.",The Hobbit: The Desolation of Smaug,movie,2013,"https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
519,"I warned your grandfather of what his greed would summon, but he would not listen.",The Hobbit: The Desolation of Smaug,movie,2013,"https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
520,Let it go!,Frozen,movie,2013,
521,Proximity to power deludes some into thinking they wield it.,House of Cards,tv,2013,
522,"Just remember: if you look in the face of evil, evil's gonna look right back at you.",American Horror Story,tv,2013,
523,The only thing we're allowed to believe is that we won't regret the choice we made.,Attack on Titan,anime,2013,
524,"You have got to be willing to crash and burn. If you are afraid of failing, you wont get very far",Steve Jobs,movie,2013,
525,It's the loneliest feeling not to know who you are,Alita: Battle Angel,movie,2013,
526,"I just try to live every day as if it was the final day of my extraordinary, ordinary life.",About Time,movie,2013,"https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
527,I don't want to survive. I want to live.,12 years a slave,movie,2013,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
528,"Look At Me, I'm The Captain Now",Captian Phillips,movie,2013,
529,"You don't turn your back on family, Even when they do",The Fast and The Furious 8,movie,2013,
530,Some people say it's more hygienic than a handshake. But who's to say you can't get shit on your fist?,Alan Partridge: Alpha Papa,movie,2013,
531,"I'm not sure, about anything.",What If,movie,2013,
532,People don’t buy stock; it gets sold to them. Don’t ever forget that.,The Wolf of Wall Street,movie,2013,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
533,The heart is not like a box that gets filled up; it expands in size the more you love. I'm different from you. This doesn't make me love you any less. It actually makes me love you more.,Her,movie,2013,"https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
534,"People who can’t throw something important away, can never hope to change anything.",Attack on Titan,anime,2013,
535,"Well, I don't want to survive. I want to live.",12 Years a Slave,movie,2013,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
536,"We're all traveling through time, together, everyday of our lives... All we can do is do our best to relish this remarkable life.",About Time,movie,2013,"https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX67_CR0,0,67,98_AL_.jpg"
537,"Rather than a person who hurts others, become the person getting hurt",Tokyo Ghoul,anime,2014,
538,"It's not magic, it's talent and sweat.",Silicon Valley HBO,movie,2014,
539,"The truth is a matter of circumstances, it’s not all things to all people all the time.",Captain America: The Winter Soldier,movie,2014,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
540,"Don't wait for things to get easier, simpler, better. Life will always be complicated. Learn to be happy right now. Otherwise, you'll run out of time.",The Intouchables,movie,2014,"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
541,Even a broken clock is right twice a day.,The Imitation Game,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
542,Not quite my tempo.,Whiplash,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
543,Popularity is the slutty little cousin of prestige.,Birdman,movie,2014,
544,"Look, you're beautiful and you're talented. And I'm lucky to have you.",Birdman,movie,2014,
545,"One day it’ll grow, and every time I look at it, I’ll remember. Remember everything that happened: the good, the bad and how lucky I am that I made it home.",The Hobbit: The Battle of Five Armies,movie,2014,
546,"That’s what you always do, you confuse love for admiration.",Birdman,movie,2014,
547,"If more people valued home above gold, this world would be a merrier place.",The Hobbit: The Battle of Five Armies,movie,2014,
548,Only a fool argues for the pride of a dead man.,The Raid 2: Berandal,movie,2014,
549,"They never see you coming, do they Bob?",The Drop,movie,2014,
550,Sometimes it is the people who no one imagines anything of who do the things that no one can imagine.,The Imitation Game,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
551,I am Groot.,Guardians of the Galaxy,movie,2014,"https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_UX67_CR0,0,67,98_AL_.jpg"
552,The only thing standing between you and your goal is the bullshit story you keep telling yourself as to why you can/'t achieve it.,Wolf of the Wall Street,movie,2014,
553,"So many times in my life I screwed up: I've talked when I should've listened, I've been harsh when I should've been tender.",Ad Astra,movie,2014,
554,"Dragon sickness. I’ve seen it before. That look, the terrible need. It is a fierce and jealous love, Bilbo. It sent his grandfather mad.",The Hobbit: The Battle of Five Armies,movie,2014,
555,"People keep asking if I'm back and I haven't really had an answer, but yeah, I'm thinking I'm back.",John Wick,movie,2014,
556,"Do not go gentle into that good night. Rage, rage against the dying of the light.",Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
557,There are no two words in the English language more harmful than good job.,Whiplash,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
558,"You don't get to choose if you get hurt in this world,but you do have a say in who hearts you",Fault in our stars,movie,2014,
559,"We used to look up at the sky and wonder at our place in the stars, now we just look down and worry about our place in the dirt.",Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
560,"The price of freedom is high, and it's the price I am willing to pay",Captain America: The Winter Soldier,movie,2014,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
561,I'm not going to launch those ships. Captain's orders.,Captain America: The Winter Soldier,movie,2014,"https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY98_CR0,0,67,98_AL_.jpg"
562,Ideals are peaceful; history is violent.,Fury,war,2014,
563,Dress like a kingsman.,KINGSMAN: The Secret Service,movie,2014,"https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
564,"Nobody exists on purpose, nobody belongs anywhere, everybody's gonna die. Come watch TV?",Rick and Morty,tv,2014,
565,Wubba lubba dub dub!,Rick and Morty,tv,2014,
566,"Having a family doesn’t mean that you stop being an individual. You know the best thing you can do for the people that depend on you? Be honest with them, even if it means setting them free.",Rick and Morty,tv,2014,
567,There are no two words in the English language more harmful than good job,Whiplash,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
568,"Machines can never think as humans do but just because something thinks differently from you, does it mean it's not thinking?",The Imitation Game,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
569,Pain demands to be felt,Fault in our stars,movie,2014,
570,I know it's not ordinary. But who ever loved ordinary?,The Imitation Game,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
571,Were you rushing or were you dragging?,Whiplash,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
572,No system is safe.,Who Am I,movie,2014,
573,"Everyone’s a whore, Grace. We just sell different parts of ourselves.",Peaky Blinders,tv,2014,
574,"We are all different. However bad life may seem, there is always something you can do, and succeed at. While there's life, there is hope.",The Theory of Everything,movie,2014,"https://m.media-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX67_CR0,0,67,98_AL_.jpg"
575,Come find me when you wake up!,Edge Of Tomorrow,movie,2014,"https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
576,"You never would have come here unless you believed you were going to save them. Evolution has yet to transcend that simple barrier. We can care deeply - selflessly - about those we know, but that empathy rarely extends beyond our line of sight.",Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
577,"This world’s a treasure, but it’s been telling us to leave for a while now.",Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
578,A machine doesn't improvise well because you cannot program a fear of death. Our survival instinct is our greatest source of inspiration.,Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
579,Not my tempo.,Whiplash,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
580,Mankind was born on Earth. It was never meant to die here.,Interstellar,movie,2014,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
581,Hardest time to lie to somebody is when they're expecting to be lied to.,The Imitation Game,movie,2014,"https://m.media-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
582,Some infinities are bigger than other infinities.,The Fault in our stars,movie,2014,"https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
583,If an angelic being fell from the sky and tried to live in this world of ours I think even they would commit many wrongs.,Tokyo Ghoul,anime,2014,
584,"I'm on a roller-coaster that only goes up, my friend.",The Fault in Our Stars,movie,2014,"https://m.media-amazon.com/images/M/MV5BNTVkMTFiZWItOTFkOC00YTc3LWFhYzQtZTg3NzAxZjJlNTAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
585,It's not because we can't take vengeance that we should feel sorry. The real reason to feel sorry... is when one is hung up on revenge and can't live their own life.,Tokyo Ghoul,anime,2014,
586,Sometimes it's people closest to us who lie to us best,Arrow,tv,2015,
587,"You become responsible, forever, for everything you tamed.",The Little Prince,movie,2015,
588,"Mark Watney, Space Pirate.",The Martian,movie,2015,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
589,How do you know the angel and the devil inside me aren’t the same thing?,Daredevil,tv,2015,
590,"I am the scales of justice, conductor of the choir of death!",Mad Max,movie,2015,
591,Oh what a day. What a lovely day!,Mad Max,movie,2015,
592,Witness me!,Mad Max,movie,2015,
593,I'm going to have to science the s*** out of this.,The Martian,movie,2015,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
594,"Just because someone stumbles and loses their path, doesn’t mean they’re lost forever.",X-Men: Days of Future Past,movie,2015,"https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
595,Manners maketh man,KINGSMAN: The Secret Service,movie,2015,"https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
596,Haven't you ever wanted something so ba that it becomes more than a want?,Rebel of the Sands,movie,2015,
597,"When I get back home, I want all the praise to go towards me.",The Martian,movie,2015,"https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
598,What a treacherous thing to believe that a person is more than a person?,Paper Towns,movie,2015,
599,"Examined from another angle, your faults and weaknesses can be weapons",Assassination classroom,anime,2015,
600,People keeps secret computers don't,Arrow,tv,2015,
601,That's not how the force works!,Star Wars: Episode VII - The Force Awakens,movie,2015,"https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
602,"But if you tame me, then we shall need each other, to me you shall be unique in all the world, to you i shall be unique.",The Little Prince,movie,2015,
603,"Chewie, we're home.",The Force Awakens,movie,2015,
604,My tastes are very singular.,Fifty Shades of Grey ,movie,2015,
605,It is only with the heart that one can see rightly; what is essential is invisible to the eye,The Little Prince,movie,2015,
606,"Like the oldman said, together",Avengers - Age of Ultron,movie,2015,
607,Power belongs to those who take it.,Mr. Robot,tv,2015,
608,"That light saber was luke's, and his father's before him, and now it calls to you!",Star Wars: The Force Awakens,movie,2015,
609,I don't have friends. I got family.,Furious 7,movie,2015,
610,A bit of madness is key,La La Land,movie,2016,"https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
611,Secrecy is security and security is victory.,Snowden,movie,2016,
612,Once in a while when I wake up. I find myself crying.,Kimi No Nawa,movie,2016,
613,"When life gets you down, you know what you gotta do? Just keep swimming.",Finding Dory,movie,2016,
614,"Bombs won't stop terrorism, brains will, and we don't have nearly enough of those.",Snowden,movie,2016,
615,Marriage is buying a house for someone you hate,The Nice Guys,movie,2016,
616,"At some point, you gotta decide for yourself who you gonna be. Can't let nobody make that decision for you.",Moonlight,movie,2016,
617,"Life’s a little bit messy. We all make mistakes. No matter what type of animal you are, change starts with you.",Zootopia,movie,2016,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
618,"For Azeroth, for the Alliance!",Warcraft,movie,2016,
619,"When you love someone, you work it out. You don't just throw it away. You have to be careful with it, you might never get it again.",Nocturnal Animals,movie,2016,
620,"You're right, Aurora. But the drowning man will always try and drag somebody down with him. It ain't right, but the man's drowning.",Passengers,movie,2016,
621,Tell me... do you bleed? You will!,BATMAN V SUPERMAN: DAWN OF JUSTICE,movie,2016,
622,"You can’t buy love, but you can rent it for three minutes!",Deadpool,movie,2016,"https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
623,"Life’s a little bit messy. We all make mistakes. No matter what type of animal you are, change starts with you.",Zootopia,Anime,2016,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
624,I can do this all day!,Captain America: Civil War,movie,2016,"https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
625,"My dad used to say, 'If you live an ordinary life, all you'll have are ordinary stories. You have to live a life of adventure.'",Passengers,movie,2016,
626,Start With Where You're From,Lion,movie,2016,"https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
627,"PWinston... tell them... Tell them all... Whoever comes, whoever it is... I'll kill them. I'll kill them all.",John Wick 2,movie,2017,
628,Do you know what a Cinnabon is? It's bread! And frosting! And cinnamon! They heat it up! Really hot!,Bee Movie,movie,2017,
629,"Life is a big trap, made up of little traps... If you listen hard... sometimes you could hear them snap shut.",Sense8,tv,2017,
630,"Don't do anything I would do, and definitely don't do anything I wouldn't do...",Spider-Man: Homecoming,movie,2017,
631,"There’s no hiding from this, son.",Dunkirk,movie,2017,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
632,"When all seems lost, a few brave souls can save everything we've ever known.",Transformers : The Light Night,movie,2017,
633,I promise you ... No matter where we will be in this world ... I promise we will meet again.,Your Name,movie,2017,
634,"Unfortunately, we’re all human. Except me, of course.",Mr.Robot,tv,2017,
635,"Break hearts, not promises.",Turtles All the Way Down,movie,2017,
636,"Every time we get a chance to get ahead they move the finish line, every time.",Hidden Figures,movie,2017,"https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
637,"When we lose our principles, we invite chaos.",Mr. Robot,tv,2017,
638,"People walk around, act like they know what hate means. Nah, no one does, until you hate yourself. I mean truly hate yourself. That’s power.",Mr. Robot,tv,2017,
639,We Shall Never Surrender.,Dunkirk,movie,2017,"https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
640,I have burrowed underneath your brain. I am nested there. I am the scream in your mind. You will cooperate.,Mr. Robot,tv,2017,
641,Treasure the experience. Dreams fade away after you wake up,Your Name,movie,2017,
642,Leave One Wolf Alive and the Sheep are Never Safe,Game of Thrones Season 7,movie,2017,
643,Love's the most powerful emotion and that makes it the most dangerous,Arrow,tv,2017,
644,You’re so dark! Are you sure you’re not from the DC universe? I love dubstep!,Deadpool 2,movie,2018,"https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@._V1_UY98_CR15,0,67,98_AL_.jpg"
645,"If you want to change things in a big way, then you gotta make some big changes.",Creed 2,movie,2018,
646,Just because something works doesn’t mean it can’t be improved.,Black Panther,movie,2018,
647,"There is no such thing as magic, just illusion. Things only change when we change them. But you have to do it skillfully, in secret. Then it seems like magic.",Dark,tv,2018,
648,The darkest nights produce the brightest stars.,Bumblebee,movie,2018,
649,"That’s one small step for man, one giant leap for mankind.",First Man,movie,2018,
650,Is this your king?,Black Panther,movie,2018,
651,"That person who helps others simply because it should or must be done, and because it is the right thing to do, is indeed without a doubt, a real superhero.",Spider-Man: Into the Spider-Verse,movie,2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg"
652,"If we didn’t do what we loved, we wouldn’t exist.","Adonis, Creed II",movie,2018,
653,Sometimes we think we have to do it all on our own. But we don’t.,Creed 2,movie,2018,
654,I just wanted to take another look at you.,A Star Is Born,movie,2018,"https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
655,The hardest choices require the strongest wills,Avengers: Infinity War,movie,2018,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
656,"What’s done is done, when we say it’s done.",Mission Impossible: fallout,movie,2018,
657,Change is like death. You don’t know what it looks like until you’re standing at the gates.,Jurassic World: Fallen Kingdom,movie,2018,
658,"Being a hero doesn't mean you are invincible. It just means you're brave enough to stand up, and do what's needed.",Two Heroes,movie,2018,
659,"Sometimes, when you're feeling helpless, the secret is to help someone else. Get out of your own head. Trust me. The next time someone asks for help, say yes.",The Good Place,tv,2018,
660,"Yeah. Well, you’re right. I thought it was more important to be somebody out there than the damn failure I was here at my own home. Anyway, for what it’s worth, I’m here now.",The Mule,movie,2018,
661,Whatever it takes!,Avengers : Infinity War,movie,2018,
662,That does put a smile on my face.,Avengers: Infinity War,movie,2018,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg"
663,"For I am a Sinner in the hands of an angry God, Bloody Mary, Full of Vodka, Blessed are you among cocktails, pray for me now, at the hour of my death, which I hope is soon. Amen",Archer,tv,2018,
